pressure (bar),loading (mmol/g)
0.2,0.0865282072226
0.8,0.36004175980916
1.4,0.64290620308244
2.0,0.96181053754412
2.6,1.2140573074925
3.2,1.5518582335502
3.8,1.8666715533365
4.4,2.225187299735
5.0,2.6275353462274
5.6,2.8643921085872
6.2,3.2639803435923
6.8,3.6793806750017
7.4,3.9897458280376
8.0,4.5426821766308
8.6,5.0422080558502
9.2,5.3663073295823
9.8,5.9675890817607
10.2,6.3199033694051
