Pressure (bar),Loading (mmol/g)
0.2,0.021916150047
0.8,0.086852890927
1.4,0.15377020240384
2.0,0.22218105892092
2.6,0.29150102981032
3.2,0.359587202623
3.8,0.431017617591
4.4,0.4899477099396
5.0,0.55270907000012
5.6,0.62823049964356
6.2,0.68696578176952
6.8,0.75144796546336
7.4,0.82284591206092
8.0,0.89326980754528
8.6,0.9633365509548
9.2,1.024669302716
9.8,1.0889891445576
10.2,1.1474971480905
