Pressure (bar),Loading (mmol/g)
0.2,0.08188217413345
0.8,0.32251246144232
1.4,0.53957637696006
2.0,0.76012516867171
2.6,0.95660265403681
3.2,1.1491068838839
3.8,1.3278371612686
4.4,1.4974372285776
5.0,1.6924826864331
5.6,1.8655014090106
6.2,2.0024876706094
6.8,2.1327525082901
7.4,2.3114248423652
8.0,2.4386021294038
8.6,2.5679647069774
9.2,2.7012177639123
9.8,2.8451820555145
10.2,2.8981836286015
