Pressure (bar),Loading (mmol/g)
0.2,0.16863404693292
0.8,0.7170356655534
1.4,1.227697601413
2.0,1.8236514033812
2.6,2.4540954126362
3.2,2.9938836328871
3.8,3.5469992793082
4.4,4.0608374630256
5.0,4.4329985160679
5.6,4.8204000667568
6.2,5.1898333910912
6.8,5.4522903214342
7.4,5.7803317356437
8.0,5.993213569738
8.6,6.221143678986
9.2,6.3982355156039
9.8,6.5196102896543
10.2,6.6732784425018
